trade_id,version,trade_date,maturity_date,counterparty,notional,currency,trade_type,status,ingested_at
a4af900c-abdb-4dad-96b7-f5fb02de5398,1,2026-01-18,2026-04-04,Phillips Hughes and Murray,40732434.55,GBP,SWAP,ACTIVE,2026-05-31 00:17:12
190dceb5-a24b-41d5-98a3-eb537f9d8cbe,1,2025-09-20,2029-03-23,Key Hunt and Sims,14500663.73,CHF,FORWARD,ACTIVE,2026-05-31 00:17:12
54e9258d-bf3f-4cf4-9903-52354056d66a,1,2025-07-19,2030-03-24,Robbins Wallace and Owen,2071490.64,CHF,BOND,ACTIVE,2026-05-31 00:17:12
95fea210-85d3-4171-aece-0dac68f08225,2,2025-10-17,2027-12-05,Wheeler Hoover and Erickson,12655382.64,INR,BOND,ACTIVE,2026-05-31 00:17:12
32c76824-92fd-4c46-841e-baa809dd4601,1,2025-08-10,2026-05-14,Miller-Smith,33362722.79,USD,FORWARD,ACTIVE,2026-05-31 00:17:12
b5080878-6db0-4c0a-87be-f348fe9441d4,1,2025-10-17,2028-05-09,Rodriguez Inc,1937013.88,CHF,FX_SPOT,ACTIVE,2026-05-31 00:17:12
032d39b0-66f7-4ecc-9735-8abf5fe57e23,0,2025-12-10,2028-01-31,Austin-Wheeler,13941993.66,EUR,FORWARD,ACTIVE,2026-05-31 00:17:12
4e6efc83-4826-4bb5-a23e-8be949d08c91,1,2026-03-18,2026-05-25,Nichols Anderson and Novak,5866640.29,INR,SWAP,ACTIVE,2026-05-31 00:17:12
032d39b0-66f7-4ecc-9735-8abf5fe57e23,1,2025-09-30,2026-05-04,Golden Inc,43853432.08,INR,FX_SPOT,ACTIVE,2026-05-31 00:17:12
4e6efc83-4826-4bb5-a23e-8be949d08c91,1,2026-02-11,2027-02-28,Smith Brown and Reid,0,USD,OPTION,ACTIVE,2026-05-31 00:17:12
740e83de-48fa-4483-8fd7-202f188fb07a,1,2025-08-13,2026-05-20,Weiss Davis and Hanson,35357867.86,GBP,BOND,ACTIVE,2026-05-31 00:17:12
79a48ab7-82a1-411b-812e-3c39f3a1daf8,1,2025-08-07,2028-12-27,Moreno Daniels and Bailey,9492234.47,AUD,SWAP,ACTIVE,2026-05-31 00:17:12
032d39b0-66f7-4ecc-9735-8abf5fe57e23,1,2025-06-05,2030-09-03,Martinez-Martinez,37439941.52,GBP,FORWARD,ACTIVE,2026-05-31 00:17:12
32c76824-92fd-4c46-841e-baa809dd4601,0,2026-03-07,2025-08-20,Washington Griffin and Nguyen,36715454.18,USD,FUTURE,ACTIVE,2026-05-31 00:17:12
0b05fcc8-f520-4533-9759-b3078db57795,1,2026-02-09,2025-08-04,Franklin Ltd,36343746.2,JPY,OPTION,ACTIVE,2026-05-31 00:17:12
87b79286-da46-44f9-8cce-5a68d1c4fef6,0,2025-06-11,2028-06-19,Bolton and Sons,21558673.76,GBP,SWAP,ACTIVE,2026-05-31 00:17:12
2b2b87a7-88d0-43c4-86ae-0c5fd5aa2320,1,2026-05-07,2030-02-16,Schneider Inc,37852229.5,CHF,FX_SPOT,ACTIVE,2026-05-31 00:17:12
78359c0d-9f50-4af4-b2f0-d2c674b205a2,1,2025-11-15,2026-05-04,Oconnor Dillon and Avery,10486153.99,USD,SWAP,ACTIVE,2026-05-31 00:17:12
970ca42c-8744-41fa-9d01-e52b0fe60ea5,3,2025-11-01,2026-05-22,Mann and Sons,19034370.98,INR,SWAP,ACTIVE,2026-05-31 00:17:12
189f8857-b7cf-4fb8-a35d-18d8e96382ba,1,2025-06-08,2026-02-15,Jordan-Martin,0,AUD,FUTURE,ACTIVE,2026-05-31 00:17:12
9c660384-408f-4725-9e8e-150c2d7e3f33,1,2026-03-22,2031-05-28,Brown Inc,46842938.84,USD,FUTURE,ACTIVE,2026-05-31 00:17:12
5d5c5782-d53f-4539-b326-a5b669cae0b8,5,2025-07-14,2026-04-05,Brown Summers and Rivas,36340031.28,INR,FUTURE,ACTIVE,2026-05-31 00:17:12
f5f8aa97-3418-4397-87c7-17bf9d59d767,1,2025-12-16,2026-05-14,Gilbert Group,48762582.85,AUD,FX_SPOT,ACTIVE,2026-05-31 00:17:12
23d13818-c831-4adb-9288-e769e3d6f101,1,2026-02-06,2028-09-04,Morrison Arellano and Cole,0,AUD,FX_SPOT,ACTIVE,2026-05-31 00:17:12
740e83de-48fa-4483-8fd7-202f188fb07a,1,2025-10-15,2027-04-22,Harper Ltd,41049200.19,AUD,FUTURE,ACTIVE,2026-05-31 00:17:12
7e7ed5e9-f752-4282-ad03-9c79e98d91c2,1,2026-04-16,2026-05-11,Hensley-Brown,896445.08,GBP,FUTURE,ACTIVE,2026-05-31 00:17:12
932fefc2-4b2a-4154-bfc2-8fee63ff9944,4,2025-07-05,2028-01-03,Rivera-Mendez,24014472.16,CHF,SWAP,ACTIVE,2026-05-31 00:17:12
08d46536-8e1a-46dc-b5d5-13bd4acfa23d,0,2026-01-14,2030-08-06,Allen LLC,16523755.25,USD,FUTURE,ACTIVE,2026-05-31 00:17:12
189f8857-b7cf-4fb8-a35d-18d8e96382ba,1,2025-12-03,2026-04-08,Harrell LLC,28777188.02,CHF,FORWARD,ACTIVE,2026-05-31 00:17:12
4e6efc83-4826-4bb5-a23e-8be949d08c91,1,2025-07-18,2027-01-10,Gilbert-Rivera,37069389.81,GBP,OPTION,ACTIVE,2026-05-31 00:17:12
190dceb5-a24b-41d5-98a3-eb537f9d8cbe,1,2026-02-01,2027-11-10,Campbell-Rasmussen,24755965.73,USD,BOND,ACTIVE,2026-05-31 00:17:12
23d13818-c831-4adb-9288-e769e3d6f101,3,2025-08-19,2030-07-11,Phillips-Wilson,7107576.91,CHF,FORWARD,ACTIVE,2026-05-31 00:17:12
79a48ab7-82a1-411b-812e-3c39f3a1daf8,1,2026-03-10,2031-04-16,Taylor-Ballard,46163667.89,USD,FUTURE,ACTIVE,2026-05-31 00:17:12
db258e1c-53c1-4431-97aa-f4bda1863003,0,2025-07-21,2028-11-11,Cooper and Sons,21913076.44,AUD,SWAP,ACTIVE,2026-05-31 00:17:12
e47ae75e-bfd0-47b1-b266-4691edb6908a,1,2025-11-03,2029-03-13,Watts PLC,6841211.28,EUR,FUTURE,ACTIVE,2026-05-31 00:17:12
53fe318b-a8a4-4ce6-a202-c080ab94c542,1,2025-09-08,2028-10-26,Frank Schneider and Taylor,22347896.15,USD,FORWARD,ACTIVE,2026-05-31 00:17:12
4842dcb6-a0a5-4d22-ae9d-5d7df33360fc,4,2025-10-28,2028-11-19,Banks-Horton,11377929.53,CHF,SWAP,ACTIVE,2026-05-31 00:17:12
4f01b2d6-eebb-4f55-8ba9-0943843587c3,1,2026-03-27,2026-09-01,Bell Inc,0,USD,FORWARD,ACTIVE,2026-05-31 00:17:12
4f01b2d6-eebb-4f55-8ba9-0943843587c3,0,2025-08-13,2025-06-28,George Group,6260822.43,EUR,FUTURE,ACTIVE,2026-05-31 00:17:12
b9d2d074-5e7c-4e20-b49e-96c53c23630b,1,2026-02-21,2027-07-09,Evans Fox and Price,3241636.44,INR,FX_SPOT,ACTIVE,2026-05-31 00:17:12
190dceb5-a24b-41d5-98a3-eb537f9d8cbe,1,2025-08-11,2028-10-04,Burch Johnson and Jackson,19147691.22,AUD,FUTURE,ACTIVE,2026-05-31 00:17:12
2cdcf068-e604-44f0-a465-c8caade32bc9,1,2026-05-08,2029-01-26,Lopez Brennan and Stanton,2568956.05,CHF,SWAP,ACTIVE,2026-05-31 00:17:12
318e08df-fade-490f-b084-857375aa7841,1,2025-12-21,2030-09-06,Smith Yoder and Dominguez,13751321.52,CHF,OPTION,ACTIVE,2026-05-31 00:17:12
97f7d63d-9d4e-41ea-b15f-f7c87f56c9b6,4,2025-09-09,2027-12-29,Torres and Sons,36442416.91,JPY,FX_SPOT,ACTIVE,2026-05-31 00:17:12
b3b80b25-f336-4b29-a350-462792a5cd0d,4,2026-02-26,2027-09-10,Wilson Ltd,0,USD,FUTURE,ACTIVE,2026-05-31 00:17:12
2cdcf068-e604-44f0-a465-c8caade32bc9,0,2026-03-17,2030-12-01,Sparks Stewart and Woods,14266456.02,AUD,BOND,ACTIVE,2026-05-31 00:17:12
932fefc2-4b2a-4154-bfc2-8fee63ff9944,0,2026-01-19,2031-05-11,Price Robbins and Blevins,11718850.39,AUD,FUTURE,ACTIVE,2026-05-31 00:17:12
e776d7d4-0c05-4f3e-b190-318e3138831c,1,2025-08-23,2030-08-16,Fischer-Davis,43282767.23,EUR,SWAP,ACTIVE,2026-05-31 00:17:12
212bf72b-bbad-4df4-870b-3291fcc74643,2,2026-01-21,2026-12-01,Flores Inc,19707669.2,AUD,BOND,ACTIVE,2026-05-31 00:17:12
e47ae75e-bfd0-47b1-b266-4691edb6908a,1,2026-04-06,2028-05-13,Waters Thomas and Johnson,33038046.97,EUR,BOND,ACTIVE,2026-05-31 00:17:12
c37d4866-2806-4849-b3d3-711b2a6275ff,4,2025-08-01,2031-05-07,Bryant-Peterson,23932706.78,AUD,FX_SPOT,ACTIVE,2026-05-31 00:17:12
0823412f-c96f-4889-b7e1-eb2ef413015f,0,2026-04-12,2027-03-12,Benton Evans and Humphrey,36976641.28,EUR,BOND,ACTIVE,2026-05-31 00:17:12
b2f16057-cb9b-48d8-a742-934b608303b8,2,2026-05-12,2026-11-21,Gonzalez-Mcgrath,10860620.5,AUD,BOND,ACTIVE,2026-05-31 00:17:12
b3b80b25-f336-4b29-a350-462792a5cd0d,1,2025-09-25,2029-08-24,Mcdonald and Sons,12195311.99,EUR,FORWARD,ACTIVE,2026-05-31 00:17:12
7116b3a0-201b-4f0a-bf7e-5963797bab4b,1,2025-09-25,2027-05-26,Jordan Watson and Chavez,8385617.66,AUD,SWAP,ACTIVE,2026-05-31 00:17:12
c37b1072-9ace-4eb2-83b0-c42b18b52142,3,2026-03-23,2029-12-29,Pearson Chambers and Frye,23520952.81,INR,FUTURE,ACTIVE,2026-05-31 00:17:12
c37d4866-2806-4849-b3d3-711b2a6275ff,3,2026-02-18,2026-05-11,Ortiz Ltd,28770069.83,INR,FORWARD,ACTIVE,2026-05-31 00:17:12
0823412f-c96f-4889-b7e1-eb2ef413015f,1,2026-02-17,2030-04-07,Holmes-Frye,39869688.23,AUD,FORWARD,ACTIVE,2026-05-31 00:17:12
1db3bdbd-0f1c-4e55-9839-b076dbb85fd4,0,2025-12-30,2028-03-17,Brewer Mayer and Rhodes,20858324.71,EUR,SWAP,ACTIVE,2026-05-31 00:17:12
ae3e69bb-a572-4127-9540-3b3df8a43a18,1,2025-06-11,2030-07-28,Rose Hall and Boyd,39139960.61,INR,OPTION,ACTIVE,2026-05-31 00:17:12
97f7d63d-9d4e-41ea-b15f-f7c87f56c9b6,1,2026-03-14,2028-10-23,Maxwell Harrison and Juarez,30274716.55,INR,FX_SPOT,ACTIVE,2026-05-31 00:17:12
55c6136d-700b-4a9e-adfd-9791dac05385,1,2025-11-10,2025-10-09,Davis Norton and Moore,8602487.72,EUR,SWAP,ACTIVE,2026-05-31 00:17:12
0823412f-c96f-4889-b7e1-eb2ef413015f,1,2025-09-09,2031-04-23,Houston Edwards and Carter,21744771.95,JPY,FUTURE,ACTIVE,2026-05-31 00:17:12
318e08df-fade-490f-b084-857375aa7841,1,2026-01-28,2026-04-14,Santos Roberson and King,31648580.41,CHF,FX_SPOT,ACTIVE,2026-05-31 00:17:12
c37b1072-9ace-4eb2-83b0-c42b18b52142,4,2025-12-21,2031-05-01,Alexander Ltd,5538871.42,AUD,SWAP,ACTIVE,2026-05-31 00:17:12
b9d2d074-5e7c-4e20-b49e-96c53c23630b,1,2026-04-05,2028-09-08,Wright-Henson,6498333.88,EUR,FUTURE,ACTIVE,2026-05-31 00:17:12
97f7d63d-9d4e-41ea-b15f-f7c87f56c9b6,2,2025-11-09,2028-10-29,Ross-Humphrey,39587762.34,GBP,SWAP,ACTIVE,2026-05-31 00:17:12
a4af900c-abdb-4dad-96b7-f5fb02de5398,5,2025-09-30,2025-12-13,Reid Ltd,47534209.62,JPY,FX_SPOT,ACTIVE,2026-05-31 00:17:12
212bf72b-bbad-4df4-870b-3291fcc74643,1,2025-11-26,2027-12-18,Rivera-Gray,30587258.89,USD,FX_SPOT,ACTIVE,2026-05-31 00:17:12
54e9258d-bf3f-4cf4-9903-52354056d66a,1,2025-10-02,2027-07-18,Stevens-Martinez,32031452.2,AUD,SWAP,ACTIVE,2026-05-31 00:17:12
d5065e78-4f2a-439c-b612-1d9eefaecaa8,1,2025-12-19,2029-05-15,Bass Henry and Russo,21181702.8,INR,OPTION,ACTIVE,2026-05-31 00:17:12
1f0117ae-0359-4fd1-b0d6-8f6c1b841cf4,2,2026-04-25,2025-08-03,Rios Bauer and Allen,41980282.22,GBP,FX_SPOT,ACTIVE,2026-05-31 00:17:12
7116b3a0-201b-4f0a-bf7e-5963797bab4b,1,2025-10-31,2029-07-13,Tyler-Campos,25100301.84,AUD,FORWARD,ACTIVE,2026-05-31 00:17:12
728819a5-7559-45d2-ad28-622ec0fd29e6,1,2025-08-22,2027-07-20,Greene-Sanchez,49979322.06,INR,FUTURE,ACTIVE,2026-05-31 00:17:12
c37d4866-2806-4849-b3d3-711b2a6275ff,5,2026-02-07,2026-05-11,Gibson Ltd,36993265.62,INR,FORWARD,ACTIVE,2026-05-31 00:17:12
6721d1fe-3d27-419d-9855-fafa13f8fa8f,1,2025-10-23,2029-11-06,Massey Ortiz and Jordan,48487237.82,INR,SWAP,ACTIVE,2026-05-31 00:17:12
190dceb5-a24b-41d5-98a3-eb537f9d8cbe,5,2026-04-19,2028-02-23,Diaz-Mitchell,16443413.21,CHF,BOND,ACTIVE,2026-05-31 00:17:12
334b8c9d-409f-4e5b-a14d-21afb343e9f3,1,2026-05-27,2026-03-20,Gutierrez LLC,33330358.46,INR,OPTION,ACTIVE,2026-05-31 00:17:12
7e7ed5e9-f752-4282-ad03-9c79e98d91c2,0,2025-11-26,2028-03-13,Collins Brown and Drake,23267167.27,GBP,FORWARD,ACTIVE,2026-05-31 00:17:12
970ca42c-8744-41fa-9d01-e52b0fe60ea5,1,2025-06-11,2029-12-31,Mendoza Inc,37824355.81,USD,SWAP,ACTIVE,2026-05-31 00:17:12
b9d2d074-5e7c-4e20-b49e-96c53c23630b,1,2026-03-11,2028-05-26,Jones Group,1293304.17,JPY,FUTURE,ACTIVE,2026-05-31 00:17:12
c57ffde9-3f54-44f7-8994-c87fa9dd58cb,1,2025-06-15,2028-12-20,Anderson Reed and Bryant,26165098.7,USD,BOND,ACTIVE,2026-05-31 00:17:12
6721d1fe-3d27-419d-9855-fafa13f8fa8f,1,2025-11-11,2026-01-07,Watkins-Schultz,0,EUR,SWAP,ACTIVE,2026-05-31 00:17:12
9586770b-9097-46d0-8ced-66b0d9a07686,1,2026-01-14,2030-08-11,James Hughes and Jackson,48423597.34,EUR,SWAP,ACTIVE,2026-05-31 00:17:12
54e9258d-bf3f-4cf4-9903-52354056d66a,1,2025-08-23,2031-02-15,Burns LLC,1702086.64,EUR,BOND,ACTIVE,2026-05-31 00:17:12
ec7b9b43-3c4b-453f-ab9a-61101937c709,1,2025-08-25,2028-10-03,Evans-Murray,48721931.09,USD,SWAP,ACTIVE,2026-05-31 00:17:12
932fefc2-4b2a-4154-bfc2-8fee63ff9944,0,2026-03-14,2030-04-09,Parker Willis and Kemp,18798753.7,CHF,BOND,ACTIVE,2026-05-31 00:17:12
334b8c9d-409f-4e5b-a14d-21afb343e9f3,1,2026-05-22,2028-12-29,Arnold Boyd and Mills,14061557.63,CHF,FUTURE,ACTIVE,2026-05-31 00:17:12
970ca42c-8744-41fa-9d01-e52b0fe60ea5,1,2025-06-28,2029-08-20,Acevedo LLC,21566093.55,EUR,SWAP,ACTIVE,2026-05-31 00:17:12
1db3bdbd-0f1c-4e55-9839-b076dbb85fd4,0,2026-01-07,2029-05-21,Lopez-Larson,0,CHF,FORWARD,ACTIVE,2026-05-31 00:17:12
334b8c9d-409f-4e5b-a14d-21afb343e9f3,0,2026-02-03,2029-07-10,Watkins Crane and Floyd,3939118.86,EUR,OPTION,ACTIVE,2026-05-31 00:17:12
a01baf2c-516f-435e-a08c-23d9e4dee3ca,0,2025-07-17,2026-05-29,Cherry-Schroeder,14749709.11,AUD,BOND,ACTIVE,2026-05-31 00:17:12
23d13818-c831-4adb-9288-e769e3d6f101,1,2025-06-04,2026-02-15,Morse-Johnson,14875330.45,AUD,FX_SPOT,ACTIVE,2026-05-31 00:17:12
970ca42c-8744-41fa-9d01-e52b0fe60ea5,4,2025-07-01,2030-01-30,Osborn Stevens and Dillon,394516.15,AUD,OPTION,ACTIVE,2026-05-31 00:17:12
ec7b9b43-3c4b-453f-ab9a-61101937c709,1,2025-11-16,2025-09-09,Smith-Sanchez,21065454.77,EUR,FUTURE,ACTIVE,2026-05-31 00:17:12
1f0117ae-0359-4fd1-b0d6-8f6c1b841cf4,3,2026-03-31,2028-09-22,Miller-Smith,17957158.6,EUR,FX_SPOT,ACTIVE,2026-05-31 00:17:12
ae3e69bb-a572-4127-9540-3b3df8a43a18,2,2026-02-17,2025-10-11,Smith Ortega and Smith,0,JPY,OPTION,ACTIVE,2026-05-31 00:17:12
87b79286-da46-44f9-8cce-5a68d1c4fef6,1,2025-06-23,2028-02-21,Robinson Harris and Harris,24113391.33,USD,FORWARD,ACTIVE,2026-05-31 00:17:12
c37d4866-2806-4849-b3d3-711b2a6275ff,1,2026-05-19,2028-04-10,Phillips PLC,17255409.16,GBP,OPTION,ACTIVE,2026-05-31 00:17:12
55c6136d-700b-4a9e-adfd-9791dac05385,1,2025-09-04,2028-02-14,Evans-Bell,0,INR,FX_SPOT,ACTIVE,2026-05-31 00:17:12
